 2022-04-25 11:07:10,142 - 'd'
 2022-04-25 11:07:10,198 - 'a'
 2022-04-25 11:07:10,374 - 'r'
 2022-04-25 11:07:10,502 - 'r'
 2022-04-25 11:07:10,598 - 'i'
 2022-04-25 11:07:10,774 - 'u'
 2022-04-25 11:07:10,862 - 's'
 2022-04-25 11:07:10,982 - Key.space
 2022-04-25 11:07:11,142 - 'i'
 2022-04-25 11:07:11,230 - 's'
 2022-04-25 11:07:11,326 - Key.space
 2022-04-25 11:07:11,398 - 's'
 2022-04-25 11:07:11,502 - 'o'
 2022-04-25 11:07:11,670 - Key.space
 2022-04-25 11:07:11,726 - 'g'
 2022-04-25 11:07:11,822 - 'a'
 2022-04-25 11:07:11,910 - 'y'
 2022-04-25 11:07:12,014 - Key.space
 2022-04-25 11:07:12,262 - 'p'
 2022-04-25 11:07:12,430 - 'l'
 2022-04-25 11:07:12,494 - 'e'
 2022-04-25 11:07:12,558 - 'a'
 2022-04-25 11:07:12,606 - 's'
 2022-04-25 11:07:12,646 - 'e'
 2022-04-25 11:07:12,766 - Key.space
 2022-04-25 11:07:13,006 - 's'
 2022-04-25 11:07:13,054 - 'e'
 2022-04-25 11:07:13,134 - 'n'
 2022-04-25 11:07:13,238 - 'd'
 2022-04-25 11:07:13,310 - Key.space
 2022-04-25 11:07:13,462 - 'h'
 2022-04-25 11:07:13,534 - 'e'
 2022-04-25 11:07:13,662 - 'l'
 2022-04-25 11:07:13,798 - 'p'
 2022-04-25 11:07:13,902 - Key.space
 2022-04-25 11:07:14,238 - 'x'
 2022-04-25 11:07:14,446 - 'd'
 2022-04-25 11:07:14,614 - Key.space
 2022-04-25 11:07:15,006 - Key.shift
 2022-04-25 11:07:15,398 - 'H'
 2022-04-25 11:07:15,470 - 'A'
 2022-04-25 11:07:15,558 - 'H'
 2022-04-25 11:07:15,614 - 'A'
 2022-04-25 11:07:15,702 - 'H'
 2022-04-25 11:07:15,742 - 'A'
 2022-04-25 11:07:15,862 - 'A'
 2022-04-25 11:07:16,782 - 'd'
 2022-04-25 11:07:16,950 - 'a'
 2022-04-25 11:07:17,022 - 'd'
 2022-04-25 11:07:17,198 - 'a'
 2022-04-25 11:07:17,230 - 's'
 2022-04-25 11:07:19,224 - 'd'
 2022-04-25 11:08:17,886 - 'a'
 2022-04-25 11:08:17,910 - 's'
 2022-04-25 11:08:17,950 - 'd'
 2022-04-25 11:08:18,870 - Key.backspace
 2022-04-25 11:08:19,006 - Key.backspace
 2022-04-25 11:08:19,342 - Key.backspace
 2022-04-25 11:08:28,982 - Key.esc
 2022-04-25 11:08:30,782 - 'a'
 2022-04-25 11:08:30,814 - 's'
 2022-04-25 11:08:30,838 - 'd'
 2022-04-25 11:08:30,998 - 'd'
 2022-04-25 11:08:31,086 - 'a'
 2022-04-25 11:08:31,094 - 's'
 2022-04-25 11:08:31,230 - 'd'
 2022-04-25 11:08:31,478 - 'd'
 2022-04-25 11:08:31,486 - 's'
